Date,Open,High,Low,Close,Adj Close,Volume
2004-03-18,151.031998,173.242004,151.031998,164.358002,121.408394,162162207
2004-03-19,164.358002,168.800003,155.473999,159.916000,118.127151,23451126
2004-03-22,null,null,null,null,null,null
2004-03-23,155.473999,159.916000,151.031998,151.031998,111.564697,5621764
2004-03-24,155.473999,155.473999,155.473999,155.473999,114.845947,4143863
2004-03-25,155.473999,164.358002,155.473999,159.916000,118.127151,29224845
2004-03-26,159.916000,159.916000,155.473999,155.473999,114.845947,10689738
2004-03-29,155.473999,159.916000,155.473999,155.473999,114.845947,8842643
2004-03-30,159.916000,159.916000,151.031998,155.473999,114.845947,3054854
2004-03-31,155.473999,155.473999,146.589996,151.031998,111.564697,7037758
2004-04-01,151.031998,155.473999,146.589996,155.473999,114.845947,3328373
2004-04-02,155.473999,177.684006,151.031998,177.684006,131.252075,40066537
2004-04-05,null,null,null,null,null,null
2004-04-06,182.126999,239.873993,182.126999,239.873993,177.190735,65925865
2004-04-07,262.084991,306.506012,257.641998,302.063995,223.129395,125470754
2004-04-08,302.063995,346.484985,293.178986,328.716003,242.816788,85726136
2004-04-09,null,null,null,null,null,null
2004-04-12,319.832001,319.832001,302.063995,306.506012,226.410660,7422710
2004-04-13,306.506012,310.947998,275.411011,288.737000,213.284988,13986031
2004-04-14,284.295013,386.463989,284.295013,386.463989,285.474182,80903542
2004-04-15,413.115997,422.001007,346.484985,350.927002,259.223694,106694208
2004-04-16,350.927002,382.022003,350.927002,364.252991,269.067322,22260250
2004-04-19,364.252991,368.695007,359.811005,364.252991,269.067322,2281573
2004-04-20,359.811005,430.885010,359.811005,422.001007,311.724762,86764494
2004-04-21,422.001007,422.001007,390.906006,395.347992,292.036621,65706375
2004-04-22,395.347992,435.326996,395.347992,422.001007,311.724762,62082534
2004-04-23,426.442993,435.326996,413.115997,417.558014,308.442780,12365743
2004-04-26,417.558014,426.442993,413.115997,417.558014,308.442780,8184735
2004-04-27,413.115997,413.115997,386.463989,390.906006,288.755402,21927075
2004-04-28,390.906006,399.790009,390.906006,390.906006,288.755402,3932815
2004-04-29,390.906006,404.231995,382.022003,382.022003,282.192963,10212487
2004-04-30,377.579010,377.579010,342.042999,355.368988,262.504852,21885991
2004-05-03,null,null,null,null,null,null
2004-05-04,359.811005,373.136993,350.927002,350.927002,259.223694,8798745
2004-05-05,355.368988,355.368988,328.716003,333.157990,246.098038,4769129
2004-05-06,337.600006,350.927002,328.716003,328.716003,242.816788,6506479
2004-05-07,328.716003,342.042999,328.716003,328.716003,242.816788,3750469
2004-05-10,319.832001,319.832001,262.084991,266.527008,196.878845,5202482
2004-05-11,262.084991,297.621002,257.641998,293.178986,216.566208,12607745
2004-05-12,302.063995,324.273987,297.621002,310.947998,229.691895,15750958
2004-05-13,310.947998,315.390015,293.178986,297.621002,219.847458,9815716
2004-05-14,297.621002,297.621002,275.411011,279.852997,206.722504,2341229
2004-05-17,262.084991,293.178986,230.990005,230.990005,170.628281,8268591
2004-05-18,244.315994,262.084991,235.432007,248.757996,183.753189,10319981
2004-05-19,262.084991,297.621002,262.084991,293.178986,216.566208,19462594
2004-05-20,293.178986,293.178986,293.178986,293.178986,216.566208,0
2004-05-21,302.063995,324.273987,297.621002,319.832001,236.254303,16658184
2004-05-24,324.273987,342.042999,324.273987,324.273987,239.535492,27426150
2004-05-25,319.832001,319.832001,293.178986,306.506012,226.410660,7607870
2004-05-26,315.390015,324.273987,297.621002,302.063995,223.129395,13738964
2004-05-27,306.506012,328.716003,302.063995,328.716003,242.816788,19314579
2004-05-28,328.716003,342.042999,324.273987,328.716003,242.816788,18002140
2004-05-31,319.832001,319.832001,310.947998,319.832001,236.254303,7101354
2004-06-01,315.390015,315.390015,306.506012,310.947998,229.691895,7300583
2004-06-02,306.506012,306.506012,297.621002,302.063995,223.129395,4459029
2004-06-03,302.063995,302.063995,302.063995,302.063995,223.129395,0
2004-06-04,293.178986,293.178986,275.411011,279.852997,206.722504,21949024
2004-06-07,288.737000,293.178986,262.084991,284.295013,210.003769,44963984
2004-06-08,284.295013,288.737000,270.968994,275.411011,203.441299,12172141
2004-06-09,270.968994,279.852997,270.968994,275.411011,203.441299,4124165
2004-06-10,270.968994,279.852997,262.084991,266.527008,196.878845,20979328
2004-06-11,270.968994,275.411011,262.084991,266.527008,196.878845,10766278
2004-06-14,266.527008,266.527008,257.641998,262.084991,193.597626,5248068
2004-06-15,262.084991,262.084991,239.873993,257.641998,190.315613,26968035
2004-06-16,262.084991,262.084991,248.757996,248.757996,183.753189,11304873
2004-06-17,248.757996,253.199997,248.757996,248.757996,183.753189,3579942
2004-06-18,244.315994,248.757996,244.315994,248.757996,183.753189,3408290
2004-06-21,248.757996,248.757996,244.315994,248.757996,183.753189,1274169
2004-06-22,244.315994,253.199997,244.315994,248.757996,183.753189,3857400
2004-06-23,248.757996,262.084991,248.757996,262.084991,193.597626,14143051
2004-06-24,262.084991,270.968994,257.641998,266.527008,196.878845,22879325
2004-06-25,270.968994,270.968994,262.084991,266.527008,196.878845,5871645
2004-06-28,257.641998,262.084991,257.641998,257.641998,190.315613,787914
2004-06-29,257.641998,262.084991,257.641998,262.084991,193.597626,2929913
2004-06-30,266.527008,284.295013,266.527008,279.852997,206.722504,39849861
