Date,Open,High,Low,Close,Adj Close,Volume
2000-10-02,850.000000,855.000000,835.000000,840.000000,556.962341,20140500
2000-10-03,840.000000,845.000000,790.000000,790.000000,523.809753,40054000
2000-10-04,790.000000,790.000000,745.000000,775.000000,513.863953,71358500
2000-10-05,770.000000,800.000000,770.000000,790.000000,523.809753,49498000
2000-10-06,790.000000,790.000000,765.000000,775.000000,513.863953,16229500
2000-10-09,775.000000,775.000000,740.000000,755.000000,500.602997,36830500
2000-10-10,750.000000,755.000000,740.000000,750.000000,497.287750,25483500
2000-10-11,745.000000,780.000000,740.000000,770.000000,510.548676,31377500
2000-10-12,770.000000,790.000000,765.000000,780.000000,517.179260,43774000
2000-10-13,770.000000,790.000000,760.000000,790.000000,523.809753,27924500
2000-10-16,790.000000,790.000000,790.000000,790.000000,523.809753,0
2000-10-17,800.000000,820.000000,800.000000,810.000000,537.070740,28053500
2000-10-18,810.000000,810.000000,790.000000,800.000000,530.440247,24782000
2000-10-19,795.000000,810.000000,785.000000,810.000000,537.070740,31849500
2000-10-20,825.000000,825.000000,775.000000,800.000000,530.440247,36159500
2000-10-23,800.000000,800.000000,775.000000,800.000000,530.440247,7006500
2000-10-24,800.000000,800.000000,775.000000,800.000000,530.440247,600500
2000-10-25,800.000000,800.000000,800.000000,800.000000,530.440247,0
2000-10-26,775.000000,800.000000,775.000000,800.000000,530.440247,9708000
2000-10-27,800.000000,800.000000,800.000000,800.000000,530.440247,0
2000-10-30,775.000000,775.000000,750.000000,775.000000,513.863953,9163500
2000-10-31,750.000000,775.000000,750.000000,775.000000,513.863953,2331000
2000-11-01,775.000000,775.000000,750.000000,775.000000,513.863953,9665500
2000-11-02,775.000000,775.000000,750.000000,775.000000,513.863953,2991500
2000-11-03,775.000000,775.000000,750.000000,775.000000,513.863953,1076000
2000-11-06,775.000000,800.000000,750.000000,800.000000,530.440247,9445000
2000-11-07,800.000000,800.000000,775.000000,800.000000,530.440247,3554500
2000-11-08,800.000000,825.000000,775.000000,800.000000,530.440247,41200500
2000-11-09,800.000000,825.000000,775.000000,800.000000,530.440247,8126000
2000-11-10,775.000000,850.000000,775.000000,825.000000,547.016541,31244000
2000-11-13,825.000000,850.000000,800.000000,825.000000,547.016541,26315000
2000-11-14,825.000000,850.000000,825.000000,825.000000,547.016541,46632500
2000-11-15,825.000000,850.000000,775.000000,825.000000,547.016541,38068500
2000-11-16,800.000000,800.000000,775.000000,800.000000,530.440247,7991000
2000-11-17,800.000000,800.000000,775.000000,800.000000,530.440247,6194500
2000-11-20,800.000000,800.000000,800.000000,800.000000,530.440247,7300500
2000-11-21,800.000000,825.000000,775.000000,825.000000,547.016541,4235000
2000-11-22,800.000000,825.000000,800.000000,825.000000,547.016541,3692500
2000-11-23,825.000000,875.000000,825.000000,875.000000,580.169128,62417000
