Date,Open,High,Low,Close,Adj Close,Volume
2015-05-19,59.962002,62.460499,49.218800,51.967098,48.855450,6685626124
2015-05-20,52.466801,53.466202,50.467999,50.717899,47.681049,1310904878
2015-05-21,51.217602,51.967098,49.968399,50.967701,47.915894,1313378843
2015-05-22,51.217602,51.217602,50.218201,50.717899,47.681049,202528920
2015-05-25,50.967701,51.217602,49.218800,49.718498,46.741489,743095682
2015-05-26,49.718498,50.467999,48.969002,49.218800,46.271713,1044723291
2015-05-27,49.218800,49.468700,48.219501,48.219501,45.332249,447631171
2015-05-28,49.218800,50.717899,48.219501,48.969002,46.036869,778394812
2015-05-29,48.969002,49.718498,48.469299,48.469299,45.567089,194455012
2015-06-01,48.469299,49.218800,47.969601,48.219501,45.332249,131448754
2015-06-03,48.219501,48.719200,46.720402,46.720402,43.922913,244958160
2015-06-04,47.969601,49.468700,46.470600,46.720402,43.922913,616088537
2015-06-05,46.970299,47.220100,45.721100,47.220100,44.392689,157015728
2015-06-08,47.220100,47.719799,45.970901,45.970901,43.218288,138925884
2015-06-09,45.970901,46.220699,42.972801,43.972198,41.339260,333327663
2015-06-10,44.721699,45.471199,44.222000,44.971500,42.278728,173539781
2015-06-11,44.971500,45.970901,44.222000,44.222000,41.574108,101410552
2015-06-12,44.721699,44.971500,42.473099,42.473099,39.929928,258174921
2015-06-15,42.473099,42.473099,38.975300,38.975300,36.641563,303857420
2015-06-16,42.473099,42.473099,37.726101,41.473801,38.990463,289039246
2015-06-17,42.473099,46.220699,41.723598,44.971500,42.278728,656317586
2015-06-18,45.721100,46.720402,43.972198,44.721699,42.043884,503755876
2015-06-19,45.970901,45.970901,44.971500,44.971500,42.278728,120030731
2015-06-22,45.221401,45.471199,43.972198,44.971500,42.278728,94597442
2015-06-23,45.471199,45.721100,44.471901,44.721699,42.043884,146560714
2015-06-24,45.471199,48.219501,44.971500,47.220100,44.392689,872788526
2015-06-25,47.220100,47.969601,46.720402,46.970299,44.157845,296213384
2015-06-26,47.220100,47.969601,45.970901,47.470001,44.627625,418546756
2015-06-29,46.970299,47.719799,45.970901,47.220100,44.392689,597802169
