Date,Open,High,Low,Close,Adj Close,Volume
2005-09-29,432.588013,436.787994,407.389008,432.588013,211.135391,76180671
2005-09-30,457.786987,457.786987,432.588013,457.786987,223.434357,105493979
2005-10-03,470.386993,474.587006,440.988007,470.386993,229.584137,59712955
2005-10-04,474.587006,482.987000,466.187012,474.587006,231.634018,56236669
2005-10-05,482.987000,482.987000,466.187012,482.987000,235.733856,31319316
2005-10-06,466.187012,482.987000,461.987000,466.187012,227.534210,8107366
2005-10-07,470.386993,470.386993,457.786987,470.386993,229.584137,6577562
2005-10-10,466.187012,470.386993,457.786987,466.187012,227.534210,23223854
2005-10-11,466.187012,466.187012,461.987000,466.187012,227.534210,13497396
2005-10-12,470.386993,474.587006,466.187012,470.386993,229.584137,29804393
2005-10-13,474.587006,474.587006,470.386993,474.587006,231.634018,12738446
2005-10-14,474.587006,474.587006,470.386993,474.587006,231.634018,12018188
2005-10-17,null,null,null,null,null,null
2005-10-18,470.386993,474.587006,470.386993,470.386993,229.584137,12110453
2005-10-19,461.987000,470.386993,461.987000,461.987000,225.484299,5631108
2005-10-20,null,null,null,null,null,null
2005-10-21,461.987000,461.987000,461.987000,461.987000,225.484299,3038774
2005-10-24,449.388000,461.987000,445.187988,449.388000,219.335022,10875300
2005-10-25,null,null,null,null,null,null
2005-10-26,453.587006,457.786987,449.388000,453.587006,221.384430,14298013
2005-10-27,440.988007,457.786987,440.988007,440.988007,215.235184,16018299
2005-10-28,428.388000,436.787994,428.388000,428.388000,209.085464,15390305
2005-10-31,432.588013,432.588013,424.187988,432.588013,211.135391,25104859
2005-11-01,428.388000,432.588013,428.388000,428.388000,209.085464,35012870
2005-11-07,null,null,null,null,null,null
2005-11-08,null,null,null,null,null,null
2005-11-09,null,null,null,null,null,null
2005-11-10,419.988007,432.588013,419.988007,419.988007,204.985626,25747733
2005-11-11,411.588989,424.187988,411.588989,411.588989,200.886261,12366412
2005-11-14,411.588989,415.789001,407.389008,411.588989,200.886261,7637115
2005-11-15,403.188995,415.789001,403.188995,403.188995,196.786469,33515805
2005-11-16,407.389008,407.389008,398.989014,407.389008,198.836380,22512525
2005-11-17,403.188995,407.389008,398.989014,403.188995,196.786469,9684791
2005-11-18,407.389008,411.588989,407.389008,407.389008,198.836380,41161849
2005-11-21,419.988007,419.988007,411.588989,419.988007,204.985626,80606388
2005-11-22,436.787994,436.787994,419.988007,436.787994,213.185287,94172238
2005-11-23,436.787994,440.988007,432.588013,436.787994,213.185287,68745942
2005-11-24,436.787994,440.988007,432.588013,436.787994,213.185287,13425965
2005-11-25,428.388000,440.988007,428.388000,428.388000,209.085464,19682090
2005-11-28,432.588013,432.588013,428.388000,432.588013,211.135391,3297710
2005-11-29,457.786987,457.786987,432.588013,457.786987,223.434357,105038609
2005-11-30,478.786987,478.786987,453.587006,478.786987,233.683960,67989969
