Company,Sector,Date,Horizon_days,Open,High,Low,Close,Adj_Close,Volume,Investment,Horizon_discretized
AALI,AUTO,2017-06-06,0,14400.0,14425.0,14275.0,14275.0,14275.0,659800.0,BAD,
AALI,AUTO,2017-06-07,1,14425.0,14425.0,14250.0,14275.0,14275.0,533600.0,BAD,
AALI,AUTO,2017-06-08,2,14350.0,14350.0,14250.0,14250.0,14250.0,309100.0,BAD,"(1, 8]"
AALI,AUTO,2017-06-09,3,14300.0,14325.0,14225.0,14225.0,14225.0,391900.0,BAD,"(1, 8]"
AALI,AUTO,2017-06-12,6,14300.0,14350.0,14200.0,14200.0,14200.0,451800.0,BAD,"(1, 8]"
AALI,AUTO,2017-06-13,7,14225.0,14250.0,14125.0,14150.0,14150.0,423200.0,BAD,"(1, 8]"
AALI,AUTO,2017-06-14,8,14150.0,14350.0,14125.0,14325.0,14325.0,683300.0,GOOD,"(1, 8]"
AALI,AUTO,2017-06-15,9,14350.0,14450.0,14300.0,14400.0,14400.0,1080800.0,BAD,"(8, 15]"
AALI,AUTO,2017-06-16,10,14450.0,14500.0,14325.0,14450.0,14450.0,1336200.0,BAD,"(8, 15]"
AALI,AUTO,2017-06-19,13,14450.0,14650.0,14425.0,14600.0,14600.0,1781000.0,GOOD,"(8, 15]"
AALI,AUTO,2017-06-20,14,14650.0,14650.0,14350.0,14375.0,14375.0,928500.0,BAD,"(8, 15]"
AALI,AUTO,2017-06-21,15,14375.0,14700.0,14350.0,14700.0,14700.0,1702300.0,GOOD,"(8, 15]"
AALI,AUTO,2017-06-22,16,14700.0,14700.0,14600.0,14700.0,14700.0,1199800.0,BAD,"(15, 22]"
AALI,AUTO,2017-06-23,17,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(15, 22]"
AALI,AUTO,2017-06-26,20,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(15, 22]"
AALI,AUTO,2017-06-27,21,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(15, 22]"
AALI,AUTO,2017-06-28,22,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(15, 22]"
AALI,AUTO,2017-06-29,23,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(22, 29]"
AALI,AUTO,2017-06-30,24,14700.0,14700.0,14700.0,14700.0,14700.0,0.0,BAD,"(22, 29]"
AALI,AUTO,2017-07-03,27,14700.0,14875.0,14700.0,14825.0,14825.0,984100.0,BAD,"(22, 29]"
AALI,AUTO,2017-07-04,28,14825.0,14950.0,14825.0,14900.0,14900.0,2239300.0,BAD,"(22, 29]"
AALI,AUTO,2017-07-05,29,14900.0,15300.0,14900.0,15200.0,15200.0,4037400.0,GOOD,"(22, 29]"
AALI,AUTO,2017-07-06,30,15200.0,15275.0,15100.0,15175.0,15175.0,836200.0,BAD,"(29, 36]"
AALI,AUTO,2017-07-07,31,15175.0,15175.0,15025.0,15100.0,15100.0,880500.0,BAD,"(29, 36]"
AALI,AUTO,2017-07-10,34,15000.0,15175.0,14950.0,15100.0,15100.0,495800.0,BAD,"(29, 36]"
AALI,AUTO,2017-07-11,35,15100.0,15225.0,15050.0,15150.0,15150.0,1185700.0,BAD,"(29, 36]"
AALI,AUTO,2017-07-12,36,15100.0,15200.0,15050.0,15150.0,15150.0,1261800.0,BAD,"(29, 36]"
