Date,Open,High,Low,Close,Adj Close,Volume
2017-08-14,3360.000000,3470.000000,3360.000000,3400.000000,3400.000000,3784500
2017-08-15,3400.000000,3490.000000,3400.000000,3490.000000,3490.000000,4273400
2017-08-16,3490.000000,3490.000000,3380.000000,3460.000000,3460.000000,8238700
2017-08-17,3460.000000,3460.000000,3460.000000,3460.000000,3460.000000,0
2017-08-18,3420.000000,3450.000000,3390.000000,3440.000000,3440.000000,2147200
2017-08-21,3410.000000,3460.000000,3350.000000,3380.000000,3380.000000,4380000
2017-08-22,3380.000000,3450.000000,3370.000000,3420.000000,3420.000000,6646400
2017-08-23,3420.000000,3610.000000,3420.000000,3590.000000,3590.000000,10501700
2017-08-24,3590.000000,3590.000000,3480.000000,3510.000000,3510.000000,6234600
2017-08-25,3530.000000,3660.000000,3530.000000,3660.000000,3660.000000,11059300
2017-08-28,3640.000000,3650.000000,3600.000000,3630.000000,3630.000000,3516800
2017-08-29,3630.000000,3630.000000,3590.000000,3630.000000,3630.000000,9512700
2017-08-30,3630.000000,3800.000000,3600.000000,3640.000000,3640.000000,13017500
2017-08-31,3670.000000,3710.000000,3600.000000,3600.000000,3600.000000,3746800
2017-09-01,3600.000000,3600.000000,3600.000000,3600.000000,3600.000000,0
2017-09-04,3600.000000,3710.000000,3600.000000,3700.000000,3700.000000,7033600
2017-09-05,3700.000000,3750.000000,3670.000000,3730.000000,3730.000000,3397300
2017-09-06,3730.000000,3860.000000,3630.000000,3850.000000,3850.000000,14150000
